nodeID,drug_name,x_id,cancer_gene,brite,mySamplingNumber,
Q9UN86,Afatinib,G3BP2,TRUE,Messenger RNA biogenesis,65,
Q9UNE7,Dabrafenib;PLX-4720,STUB1,FALSE,Chaperones and folding catalysts,61,
Q9UNF0,SB590885;GDC-0879;Dabrafenib;PLX-4720,PACSIN2,FALSE,Membrane trafficking,90,
Q9UNF1,GDC-0879;PLX-4720;Dabrafenib;SB590885;LIMK1 inhibitor BMS4,MAGED2,FALSE,Domain-containing proteins not elsewhere classified,48,
Q9UNH7,Afatinib;PF-06747775,SNX6,FALSE,Membrane trafficking,9,
Q9UNK0,PLX-4720,STX8,FALSE,Membrane trafficking,76,
Q9UNL2,AZD5582;IAP_7638;Crizotinib,SSR3,FALSE,Membrane trafficking,36,
Q9UNN5,Afatinib,FAF1,TRUE,none,10,
Q9UNS1,PF-06747775;AZD5582,TIMELESS,FALSE,Chromosome and associated proteins,22,
Q9UNS2,Afatinib;Cetuximab;PF-06747775,COPS3,FALSE,Ubiquitin system,51,
Q9UPN6,AC220,SCAF8,FALSE,Transcription machinery,62,
Q9UPQ0,AZD5582,LIMCH1,FALSE,Domain-containing proteins not elsewhere classified,20,
Q9UPY8,Savolitinib;BIX-02188,MAPRE3,FALSE,Chromosome and associated proteins,50,
Q9UQ80,Afatinib;IAP_7638;AZD5582,PA2G4,FALSE,none,99,
Q9UQB8,Afatinib;PF-06747775;AZD5582,BAIAP2,FALSE,Membrane trafficking,100,
Q9UQE7,Dabrafenib;Venetoclax;PLX-4720,SMC3,FALSE,Chromosome and associated proteins,14,
Q9UQR0,Dabrafenib,SCML2,FALSE,Chromosome and associated proteins,23,
Q9Y224,Afatinib;IAP_5620;IAP_7638;AZD5582,RTRAF,FALSE,Transfer RNA biogenesis,36,
Q9Y230,Afatinib,RUVBL2,FALSE,Chromosome and associated proteins,54,
Q9Y250,Dabrafenib;PLX-4720,LZTS1,FALSE,none,49,
Q9Y262,Afatinib;PF-06747775;AZD5582,EIF3L,FALSE,Translation factors,74,
Q9Y263,Afatinib;PF-06747775,PLAA,FALSE,none,48,
Q9Y265,Afatinib,RUVBL1,FALSE,Chromosome and associated proteins,28,
Q9Y266,Afatinib;PLX-4720;PF-06747775;Savolitinib,NUDC,FALSE,Chromosome and associated proteins,33,
Q9Y276,AZD5582,BCS1L,FALSE,Mitochondrial biogenesis,78,
Q9Y277,Crizotinib,VDAC3,FALSE,Mitochondrial biogenesis,64,
Q9Y281,Afatinib;PF-06747775;Savolitinib,CFL2,FALSE,Membrane trafficking,69,
Q9Y282,Afatinib;IAP_7638;Venetoclax;AZD5582,ERGIC3,FALSE,Membrane trafficking,39,
Q9Y285,Crizotinib;Afatinib;IAP_7638;AZD5582,FARSA,FALSE,Amino acid related enzymes,45,
Q9Y291,Afatinib;PF-06747775,MRPS33,FALSE,Ribosome,4,
Q9Y295,AZD5582,DRG1,FALSE,Enzymes,18,
Q9Y2E5,Dabrafenib,MAN2B2,FALSE,Enzymes,99,
Q9Y2G5,Afatinib,POFUT2,FALSE,Glycosyltransferases,71,
Q9Y2K7,SB590885;Afatinib;Dabrafenib,KDM2A,FALSE,Transcription factors,30,
Q9Y2L1,Afatinib,DIS3,FALSE,Messenger RNA biogenesis,74,
Q9Y2L9,IAP_7638;AZD5582,LRCH1,FALSE,none,18,
Q9Y2P8,SB590885;Afatinib,RCL1,FALSE,Ribosome biogenesis,12,
Q9Y2Q9,SB590885;Afatinib;AZD4547;PF-06747775,MRPS28,FALSE,Ribosome,39,
Q9Y2R0,Crizotinib,COA3,FALSE,Mitochondrial biogenesis,87,
Q9Y2R4,Afatinib,DDX52,FALSE,Ribosome biogenesis,81,
Q9Y2R5,Afatinib,MRPS17,FALSE,Ribosome,87,
Q9Y2R9,Afatinib,MRPS7,FALSE,Ribosome,10,
Q9Y2S7,SB590885;KIT_6754,POLDIP2,FALSE,Mitochondrial biogenesis,80,
Q9Y2U8,Afatinib;Dabrafenib;PF-06747775,LEMD3,FALSE,Cytoskeleton proteins,3,
Q9Y2V2,Afatinib,CARHSP1,FALSE,none,95,
Q9Y2W1,Afatinib;Dabrafenib;Savolitinib,THRAP3,TRUE,Spliceosome,16,
Q9Y2W2,AC220;TGX221,WBP11,FALSE,Protein phosphatases and associated proteins,97,
Q9Y2X3,Savolitinib,NOP58,FALSE,Ribosome biogenesis,75,
Q9Y2Z0,Afatinib,SUGT1,FALSE,none,60,
Q9Y2Z4,SB590885;Afatinib,YARS2,FALSE,Amino acid related enzymes,70,
Q9Y303,SB590885;GDC-0879;Dabrafenib;PLX-4720,AMDHD2,FALSE,Enzymes,62,
Q9Y305,TGX221;Venetoclax,ACOT9,FALSE,Lipid biosynthesis proteins,25,
Q9Y314,Afatinib;Crizotinib,NOSIP,FALSE,Spliceosome,54,
Q9Y333,AC220;TGX221,200 LSM,FALSE,Messenger RNA biogenesis,82,
Q9Y371,Afatinib,SH3GLB1,FALSE,Protein phosphatases and associated proteins,67,
Q9Y375,AC220,NDUFAF1,FALSE,Mitochondrial biogenesis,93,
Q9Y383,SB590885;IAP_7638;AZD5582,LUC7L2,FALSE,Spliceosome,52,
Q9Y388,Dabrafenib,RBMX2,FALSE,Spliceosome,95,
Q9Y394,Afatinib;PF-06747775,DHRS7,FALSE,Enzymes,52,
Q9Y3A3,AZD5582,MOB4,FALSE,none,41,
Q9Y3A5,Savolitinib,SBDS,FALSE,Ribosome biogenesis,8,
Q9Y3B3,IAP_5620;IAP_7638;AZD5582,TMED7,FALSE,none,45,
Q9Y3B4,Dabrafenib;PLX-4720,SF3B6,FALSE,Spliceosome,1,
Q9Y3B7,Capmatinib;Afatinib;AZD4547;PF-06747775,MRPL11,FALSE,Ribosome,54,
Q9Y3B8,Dabrafenib,REXO2,FALSE,Messenger RNA biogenesis,52,
Q9Y3B9,Cabozantinib;IAP_7638;AZD5582,RRP15,FALSE,none,94,
Q9Y3D0,Afatinib;Dabrafenib;PLX-4720;Savolitinib,CIAO2B,FALSE,none,61,
Q9Y3D3,SB590885;Afatinib;Venetoclax,MRPS16,FALSE,Ribosome,53,
Q9Y3D6,SB590885;Dabrafenib,FIS1,FALSE,Mitochondrial biogenesis,94,
Q9Y3D9,Afatinib;PD173074;PF-06747775;SB590885;AZD4547;LIMK1 inhibitor BMS4,MRPS23,FALSE,Ribosome,52,
Q9Y3E1,Afatinib;TGX221;Venetoclax,HDGFL3,FALSE,none,61,
Q9Y3E2,Savolitinib,BOLA1,FALSE,Mitochondrial biogenesis,30,
Q9Y3E5,AZD5582,PTRH2,FALSE,Translation factors,100,
Q9Y3F4,Afatinib;IAP_5620;AZD5582;IAP_7638;Crizotinib,STRAP,FALSE,Spliceosome,85,
Q9Y3I0,Afatinib;IAP_5620;IAP_7638;AZD5582,RTCB,FALSE,Transfer RNA biogenesis,18,
Q9Y3L5,Idelalisib,RAP2C,FALSE,GTP-binding proteins,68,
Q9Y3T9,SB590885;Savolitinib,NOC2L,FALSE,Ribosome biogenesis,63,
Q9Y3U8,Afatinib;AZD5582;CAY10566;WEHI-539;A-1155463,RPL36,FALSE,Ribosome,59,
Q9Y3Y2,Dabrafenib;AZD5582,CHTOP,FALSE,none,36,
Q9Y446,Afatinib;Dabrafenib;PF-06747775;AZD4547;GSK429286A,PKP3,FALSE,none,9,
Q9Y478,PD173074,PRKAB1,FALSE,none,76,
Q9Y483,SB590885,MTF2,FALSE,Transcription factors,26,
Q9Y487,Dabrafenib,ATP6V0A2,FALSE,Exosome,98,
Q9Y490,Afatinib;PD173074;PLX-4720;Dabrafenib;PF-06747775;AZD4547;LIMK1 inhibitor BMS4;GSK429286A,TLN1,FALSE,Exosome,24,
Q9Y4B6,AZD5582,DCAF1,FALSE,Protein kinases,4,
Q9Y4H2,Crizotinib,IRS2,FALSE,none,2,
Q9Y4I1,GDC-0879;Afatinib;PLX-4720;Dabrafenib;SB590885,MYO5A,FALSE,Messenger RNA biogenesis,16,
Q9Y4L1,AZD5582,HYOU1,FALSE,Chaperones and folding catalysts,45,
Q9Y4P3,SB590885;A-1155463;AZD5582,TBL2,FALSE,Translation factors,96,
Q9Y4W6,Afatinib;PD173074;PF-06747775,AFG3L2,FALSE,Peptidases and inhibitors,55,
Q9Y508,Crizotinib,RNF114,FALSE,Ubiquitin system,54,
Q9Y512,Crizotinib,SAMM50,FALSE,Mitochondrial biogenesis,99,
Q9Y5A9,Afatinib,YTHDF2,FALSE,Messenger RNA biogenesis,44,
Q9Y5J1,SB590885;Savolitinib,UTP18,FALSE,Ribosome biogenesis,79,
Q9Y5J9,WH-4-023;Nilotinib,TIMM8B,FALSE,Mitochondrial biogenesis,37,
Q9Y5K5,Afatinib,UCHL5,FALSE,Peptidases and inhibitors,92,
Q9Y5K6,Savolitinib,CD2AP,FALSE,Membrane trafficking,5,
Q9Y5K8,GDC-0879;Afatinib;Dabrafenib;PLX-4720,ATP6V1D,FALSE,none,45,
Q9Y5L4,IAP_7638,TIMM13,FALSE,Mitochondrial biogenesis,51,
Q9Y5M8,IAP_7638;Venetoclax;AZD5582,SRPRB,FALSE,Secretion system,10,
Q9Y5Q8,AZD5582,GTF3C5,FALSE,Transcription machinery,78,
Q9Y5S9,Dabrafenib;TGX221;PLX-4720,RBM8A,FALSE,Messenger RNA biogenesis,41,
Q9Y5V0,AC220,ZNF706,FALSE,none,39,
Q9Y5X1,SB590885;Dabrafenib;PLX-4720,SNX9,FALSE,Membrane trafficking,45,
Q9Y5X3,SB590885;Dabrafenib,SNX5,FALSE,Membrane trafficking,91,
Q9Y608,Dabrafenib;PLX-4720,LRRFIP2,FALSE,Transcription factors,5,
Q9Y624,Afatinib;PLX-4720;Dabrafenib;Cetuximab;PF-06747775;LIMK1 inhibitor BMS4;GSK429286A,F11R,FALSE,CD molecules,7,
Q9Y625,Dabrafenib,GPC6,FALSE,Proteoglycans,74,
Q9Y646,SB590885;Dabrafenib,CPQ,FALSE,Peptidases and inhibitors,8,
Q9Y653,SB590885;GDC-0879;Dabrafenib,ADGRG1,FALSE,Peptidases and inhibitors,23,
Q9Y673,Afatinib,ALG5,FALSE,Glycosyltransferases,38,
Q9Y676,Afatinib;PF-06747775;Savolitinib,MRPS18B,FALSE,Ribosome,19,
Q9Y678,Afatinib,COPG1,FALSE,Membrane trafficking,89,
Q9Y696,Crizotinib;Afatinib;PLX-4720;Dabrafenib;PF-06747775;GSK429286A,CLIC4,FALSE,Exosome,49,
Q9Y697,Afatinib;PF-06747775;AZD5582,NFS1,FALSE,Transfer RNA biogenesis,9,
Q9Y6A4,AZD5582,CFAP20,FALSE,Cilium and associated proteins,34,
Q9Y6B6,IAP_7638,SAR1B,FALSE,Membrane trafficking,64,
Q9Y6C9,Savolitinib,MTCH2,FALSE,Mitochondrial biogenesis,49,
Q9Y6D5,AC220;Imatinib,ARFGEF2,TRUE,Membrane trafficking,19,
Q9Y6D9,Imatinib;AZD5582,MAD1L1,FALSE,Chromosome and associated proteins,31,
Q9Y6G9,Afatinib;Savolitinib;Venetoclax;PF-06747775;Lapatinib,DYNC1LI1,FALSE,Membrane trafficking,98,
Q9Y6I9,Dabrafenib,TEX264,FALSE,none,41,
Q9Y6M1,Dabrafenib,IGF2BP2,FALSE,Domain-containing proteins not elsewhere classified,17,
Q9Y6M7,TGX221,SLC4A7,FALSE,Transporters,35,
Q9Y6M9,AC220;WEHI-539;SB590885,NDUFB9,FALSE,none,65,
Q9Y6N5,Afatinib;PD173074;Ponatinib;PF-06747775;SB590885,SQOR,FALSE,Enzymes,100,
Q9Y6Q5,IAP_7638;AZD5582,AP1M2,FALSE,Membrane trafficking,94,
Q9Y6U3,CAY10566,SCIN,FALSE,Cytoskeleton proteins,91,
Q9Y6W5,IAP_7638;AZD5582,WASF2,FALSE,Cytoskeleton proteins,81,
Q9Y6X9,AC220,MORC2,FALSE,Chromosome and associated proteins,59,
Q9Y6Y8,Savolitinib,SEC23IP,FALSE,none,59,
not found,Imatinib;Ponatinib;Nilotinib;IAP_7638;A-1155463;Crizotinib;Afatinib;GSK429286A;LIMK1 inhibitor BMS4;Axitinib;GSK269962A;TGX221;CAY10566;AZD6094;SB590885;AZD4547;Linifanib;IAP_5620;AZD5582;PD173074;PLX-4720;PDGFR_0615;BIX-02188;AZD1152-HQPA;WEHI-539;Venetoclax;KIT_6754;Ruxolitinib;Ara-G;GDC-0879;WH-4-023;NVP-BHG712;Savolitinib;PLK4_0066;Dabrafenib;Cetuximab;PF-06747775;AC220;TL-2-105;Lapatinib,PRRC2A;TARDBP;PRDM15;PRMT5;C11orf98;HLA-C;ACOX1;SLK;PRRC2C;NEDD4L;SPAG9;DDR1;SUN1;AGRN;PGM3;NEXN;CTSC;PQBP1;RAN;PALLD;TGFBI;PHC2;VPS35;LSR;SYNE1;NFYC;FKBP9;WIZ;ADI1;ASPH;ABHD11;BNIP1;ARFGAP1;DCTN1;KRT8;MYO6;PITRM1;MYH14;CTNND1;SYNE2;ATP6V1F;HP1BP3;PPP1R18;PGM1;PRDX5;ABCC3;FKBP7;FIP1L1;RAP1GDS1;SIRPA;NCLN;NT5C3A;ZC3H14;PSMB5;SNX3;PML;MIA3;ACOT7;KMT2A;ADD1;CNBP;BAG6;MYH10;CRYBG1;NF2;TMTC3;ARHGAP17;GLB1;QSER1;C12orf57;NUP98;HUWE1;OXA1L;AMPD2;IMPDH1;FLNB;TUFM;LCK;PEPD;HNRNPD;WDR91;TSTA3;TBRG4;SRSF10;TAPBP;SOD2;CCAR2;MSLN;ALPL;FAHD1;PCBP2;ARHGAP15;CD44;TXLNA;LMNA;TXNRD1;ITGB1;SEC31A;PLEC;ARID1A;GLOD4;IDH3B;MYEF2;SERPINA1;CENPV;FHL1;PBRM1;UBE2O;QKI;KIF21A;PVR;UBE2K;OPA3;CSDE1;ABCC1;LDLR;CUL4B;XPNPEP1;LDHA;RTN3;DNAJA3;NCAM1;SLC27A3;COL6A2;UBR4;GTF2I;SCFD1;ECI2;AKAP9;MAVS;BCOR;DDX27;ENO1;ARSA;ILF3;RNF20;ITGA6;DIDO1;PDXDC1;PTK7;CYB5R3;DOCK7;GCN1;DNM1L;SDF4;CAND1;CRNKL1;ALDH4A1;ESYT2;HLA-A;RPL14;HLA-B;ITGAV;RIPOR1;KIAA0319L;HNRNPH3;SNRNP70;IST1;IL16;PDHA1;EGFR;SUPT6H;GAPVD1;IFI16;PHIP;CSNK1A1;EHMT2;ERBIN;DNAJB6;PPA2;MAT2B;C16orf87;MICAL1;DBT;EIF4E;HDLBP;TGOLN2;SSR1;YWHAZ;DYNC1I2;ATF2;RBM25;FDXR;ABHD12;NFATC2;ANXA4;ATP1A1;PREX1;ABLIM1;GRB7;POLR2A;CSE1L;NUMB;IMMT;TUBB;MCL1;UBA6;RUNX1;EIF4G1;GBA;SF1;SERBP1;MACF1;PPIA;PRODH;ABI1;PSMD13;UBE2V1;GRIPAP1;PKM;GPATCH11;NASP;MAP1S;ALDH9A1;TRIP6;PCMT1;APP;SLC1A5;VIM;NPM1;AIFM1;BAX;ALYREF;TPD52;CES1;KLC1;ZNF598;SON;RABL6;IKBIP;CALU;ECE1;TMEM214;EIF4G2;HNRNPC;ABI2,False;True,none,55,
